,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
5666,COPRK,PA,2018,5.706,Pennsylvania,220.1938915,57,10494432
5667,EMFDB,PA,2018,12628,Pennsylvania,220.1938915,57,10494432
5668,ENPRP,PA,2018,2212,Pennsylvania,220.1938915,57,10494432
5669,GETCB,PA,2018,2162,Pennsylvania,220.1938915,57,10494432
5670,HYTCB,PA,2018,38799,Pennsylvania,220.1938915,57,10494432
5671,NCPRB,PA,2018,78545,Pennsylvania,220.1938915,57,10494432
5672,NGMPB,PA,2018,6632662,Pennsylvania,220.1938915,57,10494432
5673,NGMPK,PA,2018,1.059,Pennsylvania,220.1938915,57,10494432
5674,NGMPP,PA,2018,6264832,Pennsylvania,220.1938915,57,10494432
5675,NUETB,PA,2018,872749,Pennsylvania,220.1938915,57,10494432
5676,PAPRB,PA,2018,36963,Pennsylvania,220.1938915,57,10494432
5677,PAPRP,PA,2018,6478,Pennsylvania,220.1938915,57,10494432
5678,REPRB,PA,2018,220486,Pennsylvania,220.1938915,57,10494432
5679,SOTCB,PA,2018,5111,Pennsylvania,220.1938915,57,10494432
5680,TEPRB,PA,2018,9040917,Pennsylvania,220.1938915,57,10494432
5681,TETCB,PA,2018,3933425,Pennsylvania,220.1938915,57,10494432
5682,WDEXB,PA,2018,0,Pennsylvania,220.1938915,57,10494432
5683,WDPRB,PA,2018,81527,Pennsylvania,220.1938915,57,10494432
5684,WDTCB,PA,2018,81527,Pennsylvania,220.1938915,57,10494432
5685,WSTCB,PA,2018,39520,Pennsylvania,220.1938915,57,10494432
5686,WWPRB,PA,2018,121047,Pennsylvania,220.1938915,57,10494432
5687,WYTCB,PA,2018,32473,Pennsylvania,220.1938915,57,10494432
5688,BDFDB,RI,2018,305,Rhode Island,11.05692381,15,661136
5689,BDPRP,RI,2018,56,Rhode Island,11.05692381,15,661136
5690,BFFDB,RI,2018,305,Rhode Island,11.05692381,15,661136
5691,BFPRP,RI,2018,56,Rhode Island,11.05692381,15,661136
5692,CLPRB,RI,2018,0,Rhode Island,11.05692381,15,661136
5693,CLPRK,RI,2018,0,Rhode Island,11.05692381,15,661136
5694,CLPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
5695,COPRK,RI,2018,0,Rhode Island,11.05692381,15,661136
5696,EMFDB,RI,2018,0,Rhode Island,11.05692381,15,661136
5697,ENPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
5698,GETCB,RI,2018,57,Rhode Island,11.05692381,15,661136
5699,HYTCB,RI,2018,37,Rhode Island,11.05692381,15,661136
5700,NCPRB,RI,2018,2710,Rhode Island,11.05692381,15,661136
5701,NGMPB,RI,2018,0,Rhode Island,11.05692381,15,661136
5702,NGMPK,RI,2018,0,Rhode Island,11.05692381,15,661136
5703,NGMPP,RI,2018,0,Rhode Island,11.05692381,15,661136
5704,NUETB,RI,2018,0,Rhode Island,11.05692381,15,661136
5705,PAPRB,RI,2018,0,Rhode Island,11.05692381,15,661136
5706,PAPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
5707,REPRB,RI,2018,6663,Rhode Island,11.05692381,15,661136
5708,SOTCB,RI,2018,1173,Rhode Island,11.05692381,15,661136
5709,TEPRB,RI,2018,6663,Rhode Island,11.05692381,15,661136
5710,TETCB,RI,2018,195556,Rhode Island,11.05692381,15,661136
5711,WDEXB,RI,2018,0,Rhode Island,11.05692381,15,661136
5712,WDPRB,RI,2018,1511,Rhode Island,11.05692381,15,661136
5713,WDTCB,RI,2018,1511,Rhode Island,11.05692381,15,661136
5714,WSTCB,RI,2018,2136,Rhode Island,11.05692381,15,661136
5715,WWPRB,RI,2018,3647,Rhode Island,11.05692381,15,661136
5716,WYTCB,RI,2018,1444,Rhode Island,11.05692381,15,661136
5717,BDFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
5718,BDPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
5719,BFFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
5720,BFPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
5721,CLPRB,SC,2018,0,South Carolina,74.14674879,123,64580916
5722,CLPRK,SC,2018,0,South Carolina,74.14674879,123,64580916
5723,CLPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
5724,COPRK,SC,2018,0,South Carolina,74.14674879,123,64580916
5725,EMFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
5726,ENPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
5727,GETCB,SC,2018,648,South Carolina,74.14674879,123,64580916
5728,HYTCB,SC,2018,27437,South Carolina,74.14674879,123,64580916
5729,NCPRB,SC,2018,35034,South Carolina,74.14674879,123,64580916
5730,NGMPB,SC,2018,0,South Carolina,74.14674879,123,64580916
5731,NGMPK,SC,2018,0,South Carolina,74.14674879,123,64580916
5732,NGMPP,SC,2018,0,South Carolina,74.14674879,123,64580916
5733,NUETB,SC,2018,551151,South Carolina,74.14674879,123,64580916
5734,PAPRB,SC,2018,0,South Carolina,74.14674879,123,64580916
5735,PAPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
5736,REPRB,SC,2018,147096,South Carolina,74.14674879,123,64580916
5737,SOTCB,SC,2018,6949,South Carolina,74.14674879,123,64580916
5738,TEPRB,SC,2018,698247,South Carolina,74.14674879,123,64580916
5739,TETCB,SC,2018,1675118,South Carolina,74.14674879,123,64580916
5740,WDEXB,SC,2018,6992,South Carolina,74.14674879,123,64580916
5741,WDPRB,SC,2018,107525,South Carolina,74.14674879,123,64580916
5742,WDTCB,SC,2018,100533,South Carolina,74.14674879,123,64580916
5743,WSTCB,SC,2018,4537,South Carolina,74.14674879,123,64580916
5744,WWPRB,SC,2018,112062,South Carolina,74.14674879,123,64580916
5745,WYTCB,SC,2018,0,South Carolina,74.14674879,123,64580916
5746,BDFDB,SD,2018,0,South Dakota,15.52399536,38,3826069
5747,BDPRP,SD,2018,0,South Dakota,15.52399536,38,3826069
5748,BFFDB,SD,2018,165485,South Dakota,15.52399536,38,3826069
5749,BFPRP,SD,2018,28987,South Dakota,15.52399536,38,3826069
5750,CLPRB,SD,2018,0,South Dakota,15.52399536,38,3826069
5751,CLPRK,SD,2018,0,South Dakota,15.52399536,38,3826069
5752,CLPRP,SD,2018,0,South Dakota,15.52399536,38,3826069
5753,COPRK,SD,2018,5.706,South Dakota,15.52399536,38,3826069
5754,EMFDB,SD,2018,165485,South Dakota,15.52399536,38,3826069
5755,ENPRP,SD,2018,28987,South Dakota,15.52399536,38,3826069
5756,GETCB,SD,2018,1868,South Dakota,15.52399536,38,3826069
5757,HYTCB,SD,2018,57048,South Dakota,15.52399536,38,3826069
5758,NCPRB,SD,2018,84755,South Dakota,15.52399536,38,3826069
5759,NGMPB,SD,2018,494,South Dakota,15.52399536,38,3826069
5760,NGMPK,SD,2018,1.105,South Dakota,15.52399536,38,3826069
5761,NGMPP,SD,2018,447,South Dakota,15.52399536,38,3826069
5762,NUETB,SD,2018,0,South Dakota,15.52399536,38,3826069
5763,PAPRB,SD,2018,7264,South Dakota,15.52399536,38,3826069
5764,PAPRP,SD,2018,1273,South Dakota,15.52399536,38,3826069
5765,REPRB,SD,2018,254033,South Dakota,15.52399536,38,3826069
5766,SOTCB,SD,2018,29,South Dakota,15.52399536,38,3826069
5767,TEPRB,SD,2018,261791,South Dakota,15.52399536,38,3826069
5768,TETCB,SD,2018,406677,South Dakota,15.52399536,38,3826069
5769,WDEXB,SD,2018,0,South Dakota,15.52399536,38,3826069
5770,WDPRB,SD,2018,3218,South Dakota,15.52399536,38,3826069
5771,WDTCB,SD,2018,3218,South Dakota,15.52399536,38,3826069
5772,WSTCB,SD,2018,575,South Dakota,15.52399536,38,3826069
5773,WWPRB,SD,2018,3793,South Dakota,15.52399536,38,3826069
5774,WYTCB,SD,2018,25810,South Dakota,15.52399536,38,3826069
5775,BDFDB,TN,2018,2721,Tennessee,93.83598219,31,4038180
5776,BDPRP,TN,2018,501,Tennessee,93.83598219,31,4038180
5777,BFFDB,TN,2018,27703,Tennessee,93.83598219,31,4038180
5778,BFPRP,TN,2018,4877,Tennessee,93.83598219,31,4038180
5779,CLPRB,TN,2018,5922,Tennessee,93.83598219,31,4038180
5780,CLPRK,TN,2018,25.521,Tennessee,93.83598219,31,4038180
5781,CLPRP,TN,2018,232,Tennessee,93.83598219,31,4038180
5782,COPRK,TN,2018,5.706,Tennessee,93.83598219,31,4038180
5783,EMFDB,TN,2018,24982,Tennessee,93.83598219,31,4038180
5784,ENPRP,TN,2018,4376,Tennessee,93.83598219,31,4038180
5785,GETCB,TN,2018,213,Tennessee,93.83598219,31,4038180
5786,HYTCB,TN,2018,93705,Tennessee,93.83598219,31,4038180
5787,NCPRB,TN,2018,96669,Tennessee,93.83598219,31,4038180
5788,NGMPB,TN,2018,3737,Tennessee,93.83598219,31,4038180
5789,NGMPK,TN,2018,1.138,Tennessee,93.83598219,31,4038180
5790,NGMPP,TN,2018,3283,Tennessee,93.83598219,31,4038180
5791,NUETB,TN,2018,378224,Tennessee,93.83598219,31,4038180
5792,PAPRB,TN,2018,1198,Tennessee,93.83598219,31,4038180
5793,PAPRP,TN,2018,210,Tennessee,93.83598219,31,4038180
5794,REPRB,TN,2018,186147,Tennessee,93.83598219,31,4038180
5795,SOTCB,TN,2018,2378,Tennessee,93.83598219,31,4038180
5796,TEPRB,TN,2018,575228,Tennessee,93.83598219,31,4038180
5797,TETCB,TN,2018,2233190,Tennessee,93.83598219,31,4038180
5798,WDEXB,TN,2018,134,Tennessee,93.83598219,31,4038180
5799,WDPRB,TN,2018,56329,Tennessee,93.83598219,31,4038180
5800,WDTCB,TN,2018,56195,Tennessee,93.83598219,31,4038180
5801,WSTCB,TN,2018,5446,Tennessee,93.83598219,31,4038180
5802,WWPRB,TN,2018,61775,Tennessee,93.83598219,31,4038180
5803,WYTCB,TN,2018,373,Tennessee,93.83598219,31,4038180
5804,BDFDB,TX,2018,29389,Texas,684.6895943,261,46570295
5805,BDPRP,TX,2018,5409,Texas,684.6895943,261,46570295
5806,BFFDB,TX,2018,76580,Texas,684.6895943,261,46570295
5807,BFPRP,TX,2018,13675,Texas,684.6895943,261,46570295
5808,CLPRB,TX,2018,328812,Texas,684.6895943,261,46570295
5809,CLPRK,TX,2018,13.247,Texas,684.6895943,261,46570295
5810,CLPRP,TX,2018,24823,Texas,684.6895943,261,46570295
5811,COPRK,TX,2018,5.706,Texas,684.6895943,261,46570295
5812,EMFDB,TX,2018,47192,Texas,684.6895943,261,46570295
5813,ENPRP,TX,2018,8266,Texas,684.6895943,261,46570295
5814,GETCB,TX,2018,2478,Texas,684.6895943,261,46570295
5815,HYTCB,TX,2018,10255,Texas,684.6895943,261,46570295
5816,NCPRB,TX,2018,738209,Texas,684.6895943,261,46570295
5817,NGMPB,TX,2018,9776991,Texas,684.6895943,261,46570295
5818,NGMPK,TX,2018,1.216,Texas,684.6895943,261,46570295
5819,NGMPP,TX,2018,8041010,Texas,684.6895943,261,46570295
5820,NUETB,TX,2018,430597,Texas,684.6895943,261,46570295
5821,PAPRB,TX,2018,9181148,Texas,684.6895943,261,46570295
5822,PAPRP,TX,2018,1609034,Texas,684.6895943,261,46570295
5823,REPRB,TX,2018,901492,Texas,684.6895943,261,46570295
5824,SOTCB,TX,2018,36299,Texas,684.6895943,261,46570295
5825,TEPRB,TX,2018,20619040,Texas,684.6895943,261,46570295
5826,TETCB,TX,2018,14009870,Texas,684.6895943,261,46570295
5827,WDEXB,TX,2018,0,Texas,684.6895943,261,46570295
5828,WDPRB,TX,2018,59316,Texas,684.6895943,261,46570295
5829,WDTCB,TX,2018,59316,Texas,684.6895943,261,46570295
5830,WSTCB,TX,2018,27387,Texas,684.6895943,261,46570295
5831,WWPRB,TX,2018,86703,Texas,684.6895943,261,46570295
5832,WYTCB,TX,2018,689177,Texas,684.6895943,261,46570295
5833,BDFDB,US,2018,240257,United States,,,
5834,BDPRP,US,2018,44222,United States,,,
5835,BFFDB,US,2018,2427512,United States,,,
5836,BFPRP,US,2018,427349,United States,,,
5837,CLPRB,US,2018,15280478,United States,,,
5838,CLPRK,US,2018,20.208,United States,,,
5839,CLPRP,US,2018,756167,United States,,,
5840,COPRK,US,2018,5.706,United States,,,
5841,EMFDB,US,2018,2187254,United States,,,
5842,ENPRP,US,2018,383127,United States,,,
5843,GETCB,US,2018,208865,United States,,,
5844,HYTCB,US,2018,2663138,United States,,,
5845,NCPRB,US,2018,6269473,United States,,,
5846,NGMPB,US,2018,37762229,United States,,,
5847,NGMPK,US,2018,1.144,United States,,,
5848,NGMPP,US,2018,33008867,United States,,,
5849,NUETB,US,2018,8438068,United States,,,
5850,PAPRB,US,2018,22785696,United States,,,
5851,PAPRP,US,2018,3993287,United States,,,
5852,REPRB,US,2018,11540403,United States,,,
5853,SOTCB,US,2018,915105,United States,,,
5854,TEPRB,US,2018,95806875,United States,,,
5855,TETCB,US,2018,101193066,United States,,,
5856,WDEXB,US,2018,94058,United States,,,
5857,WDPRB,US,2018,2356071,United States,,,
5858,WDTCB,US,2018,2262013,United States,,,
5859,WSTCB,US,2018,487347,United States,,,
5860,WWPRB,US,2018,2843419,United States,,,
5861,WYTCB,US,2018,2482364,United States,,,
5862,BDFDB,UT,2018,0,Utah,61.24871623,41,668749
5863,BDPRP,UT,2018,0,Utah,61.24871623,41,668749
5864,BFFDB,UT,2018,0,Utah,61.24871623,41,668749
5865,BFPRP,UT,2018,0,Utah,61.24871623,41,668749
5866,CLPRB,UT,2018,305328,Utah,61.24871623,41,668749
5867,CLPRK,UT,2018,22.42,Utah,61.24871623,41,668749
5868,CLPRP,UT,2018,13619,Utah,61.24871623,41,668749
5869,COPRK,UT,2018,5.706,Utah,61.24871623,41,668749
5870,EMFDB,UT,2018,0,Utah,61.24871623,41,668749
5871,ENPRP,UT,2018,0,Utah,61.24871623,41,668749
5872,GETCB,UT,2018,4866,Utah,61.24871623,41,668749
5873,HYTCB,UT,2018,8440,Utah,61.24871623,41,668749
5874,NCPRB,UT,2018,44435,Utah,61.24871623,41,668749
5875,NGMPB,UT,2018,326320,Utah,61.24871623,41,668749
5876,NGMPK,UT,2018,1.103,Utah,61.24871623,41,668749
5877,NGMPP,UT,2018,295826,Utah,61.24871623,41,668749
5878,NUETB,UT,2018,0,Utah,61.24871623,41,668749
5879,PAPRB,UT,2018,211790,Utah,61.24871623,41,668749
5880,PAPRP,UT,2018,37117,Utah,61.24871623,41,668749
5881,REPRB,UT,2018,50358,Utah,61.24871623,41,668749
5882,SOTCB,UT,2018,23895,Utah,61.24871623,41,668749
5883,TEPRB,UT,2018,893795,Utah,61.24871623,41,668749
5884,TETCB,UT,2018,844319,Utah,61.24871623,41,668749
5885,WDEXB,UT,2018,0,Utah,61.24871623,41,668749
5886,WDPRB,UT,2018,4963,Utah,61.24871623,41,668749
5887,WDTCB,UT,2018,4963,Utah,61.24871623,41,668749
5888,WSTCB,UT,2018,959,Utah,61.24871623,41,668749
5889,WWPRB,UT,2018,5922,Utah,61.24871623,41,668749
5890,WYTCB,UT,2018,7234,Utah,61.24871623,41,668749
5891,BDFDB,VA,2018,699,Virginia,110.0554883,37,2735678
5892,BDPRP,VA,2018,129,Virginia,110.0554883,37,2735678
5893,BFFDB,VA,2018,6898,Virginia,110.0554883,37,2735678
5894,BFPRP,VA,2018,1214,Virginia,110.0554883,37,2735678
5895,CLPRB,VA,2018,318949,Virginia,110.0554883,37,2735678
5896,CLPRK,VA,2018,24.512,Virginia,110.0554883,37,2735678
5897,CLPRP,VA,2018,13012,Virginia,110.0554883,37,2735678
5898,COPRK,VA,2018,5.706,Virginia,110.0554883,37,2735678
5899,EMFDB,VA,2018,6199,Virginia,110.0554883,37,2735678
5900,ENPRP,VA,2018,1086,Virginia,110.0554883,37,2735678
5901,GETCB,VA,2018,1701,Virginia,110.0554883,37,2735678
5902,HYTCB,VA,2018,16067,Virginia,110.0554883,37,2735678
5903,NCPRB,VA,2018,26009,Virginia,110.0554883,37,2735678
5904,NGMPB,VA,2018,117273,Virginia,110.0554883,37,2735678
5905,NGMPK,VA,2018,1.052,Virginia,110.0554883,37,2735678
5906,NGMPP,VA,2018,111476,Virginia,110.0554883,37,2735678
5907,NUETB,VA,2018,305826,Virginia,110.0554883,37,2735678
5908,PAPRB,VA,2018,29,Virginia,110.0554883,37,2735678
5909,PAPRP,VA,2018,5,Virginia,110.0554883,37,2735678
5910,REPRB,VA,2018,159914,Virginia,110.0554883,37,2735678
5911,SOTCB,VA,2018,8240,Virginia,110.0554883,37,2735678
5912,TEPRB,VA,2018,901990,Virginia,110.0554883,37,2735678
5913,TETCB,VA,2018,2501044,Virginia,110.0554883,37,2735678
5914,WDEXB,VA,2018,8740,Virginia,110.0554883,37,2735678
5915,WDPRB,VA,2018,106680,Virginia,110.0554883,37,2735678
5916,WDTCB,VA,2018,97941,Virginia,110.0554883,37,2735678
5917,WSTCB,VA,2018,20327,Virginia,110.0554883,37,2735678
5918,WWPRB,VA,2018,127007,Virginia,110.0554883,37,2735678
5919,WYTCB,VA,2018,0,Virginia,110.0554883,37,2735678
5920,BDFDB,VT,2018,0,Vermont,5.854279866,23,493740
5921,BDPRP,VT,2018,0,Vermont,5.854279866,23,493740
5922,BFFDB,VT,2018,0,Vermont,5.854279866,23,493740
5923,BFPRP,VT,2018,0,Vermont,5.854279866,23,493740
5924,CLPRB,VT,2018,0,Vermont,5.854279866,23,493740
5925,CLPRK,VT,2018,0,Vermont,5.854279866,23,493740
5926,CLPRP,VT,2018,0,Vermont,5.854279866,23,493740
5927,COPRK,VT,2018,0,Vermont,5.854279866,23,493740
5928,EMFDB,VT,2018,0,Vermont,5.854279866,23,493740
5929,ENPRP,VT,2018,0,Vermont,5.854279866,23,493740
5930,GETCB,VT,2018,29,Vermont,5.854279866,23,493740
5931,HYTCB,VT,2018,11546,Vermont,5.854279866,23,493740
5932,NCPRB,VT,2018,17225,Vermont,5.854279866,23,493740
5933,NGMPB,VT,2018,0,Vermont,5.854279866,23,493740
5934,NGMPK,VT,2018,0,Vermont,5.854279866,23,493740
5935,NGMPP,VT,2018,0,Vermont,5.854279866,23,493740
5936,NUETB,VT,2018,0,Vermont,5.854279866,23,493740
5937,PAPRB,VT,2018,0,Vermont,5.854279866,23,493740
5938,PAPRP,VT,2018,0,Vermont,5.854279866,23,493740
5939,REPRB,VT,2018,41553,Vermont,5.854279866,23,493740
5940,SOTCB,VT,2018,2252,Vermont,5.854279866,23,493740
5941,TEPRB,VT,2018,41553,Vermont,5.854279866,23,493740
5942,TETCB,VT,2018,138642,Vermont,5.854279866,23,493740
5943,WDEXB,VT,2018,0,Vermont,5.854279866,23,493740
5944,WDPRB,VT,2018,24190,Vermont,5.854279866,23,493740
5945,WDTCB,VT,2018,24190,Vermont,5.854279866,23,493740
5946,WSTCB,VT,2018,137,Vermont,5.854279866,23,493740
5947,WWPRB,VT,2018,24327,Vermont,5.854279866,23,493740
5948,WYTCB,VT,2018,3399,Vermont,5.854279866,23,493740
5949,BDFDB,WA,2018,10049,Washington,78.65855426,104,3061489
5950,BDPRP,WA,2018,1850,Washington,78.65855426,104,3061489
5951,BFFDB,WA,2018,10049,Washington,78.65855426,104,3061489
5952,BFPRP,WA,2018,1850,Washington,78.65855426,104,3061489
5953,CLPRB,WA,2018,0,Washington,78.65855426,104,3061489
5954,CLPRK,WA,2018,0,Washington,78.65855426,104,3061489
5955,CLPRP,WA,2018,0,Washington,78.65855426,104,3061489
5956,COPRK,WA,2018,0,Washington,78.65855426,104,3061489
5957,EMFDB,WA,2018,0,Washington,78.65855426,104,3061489
5958,ENPRP,WA,2018,0,Washington,78.65855426,104,3061489
5959,GETCB,WA,2018,1136,Washington,78.65855426,104,3061489
5960,HYTCB,WA,2018,736362,Washington,78.65855426,104,3061489
5961,NCPRB,WA,2018,810926,Washington,78.65855426,104,3061489
5962,NGMPB,WA,2018,0,Washington,78.65855426,104,3061489
5963,NGMPK,WA,2018,0,Washington,78.65855426,104,3061489
5964,NGMPP,WA,2018,0,Washington,78.65855426,104,3061489
5965,NUETB,WA,2018,101502,Washington,78.65855426,104,3061489
5966,PAPRB,WA,2018,0,Washington,78.65855426,104,3061489
5967,PAPRP,WA,2018,0,Washington,78.65855426,104,3061489
5968,REPRB,WA,2018,937724,Washington,78.65855426,104,3061489
5969,SOTCB,WA,2018,1506,Washington,78.65855426,104,3061489
5970,TEPRB,WA,2018,1039226,Washington,78.65855426,104,3061489
5971,TETCB,WA,2018,2054390,Washington,78.65855426,104,3061489
5972,WDEXB,WA,2018,0,Washington,78.65855426,104,3061489
5973,WDPRB,WA,2018,109222,Washington,78.65855426,104,3061489
5974,WDTCB,WA,2018,109222,Washington,78.65855426,104,3061489
5975,WSTCB,WA,2018,7526,Washington,78.65855426,104,3061489
5976,WWPRB,WA,2018,116749,Washington,78.65855426,104,3061489
5977,WYTCB,WA,2018,71922,Washington,78.65855426,104,3061489
5978,BDFDB,WI,2018,2953,Wisconsin,101.1727696,75,2067441
5979,BDPRP,WI,2018,544,Wisconsin,101.1727696,75,2067441
5980,BFFDB,WI,2018,89233,Wisconsin,101.1727696,75,2067441
5981,BFPRP,WI,2018,15657,Wisconsin,101.1727696,75,2067441
5982,CLPRB,WI,2018,0,Wisconsin,101.1727696,75,2067441
5983,CLPRK,WI,2018,0,Wisconsin,101.1727696,75,2067441
5984,CLPRP,WI,2018,0,Wisconsin,101.1727696,75,2067441
5985,COPRK,WI,2018,0,Wisconsin,101.1727696,75,2067441
5986,EMFDB,WI,2018,86279,Wisconsin,101.1727696,75,2067441
5987,ENPRP,WI,2018,15113,Wisconsin,101.1727696,75,2067441
5988,GETCB,WI,2018,615,Wisconsin,101.1727696,75,2067441
5989,HYTCB,WI,2018,21777,Wisconsin,101.1727696,75,2067441
5990,NCPRB,WI,2018,38588,Wisconsin,101.1727696,75,2067441
5991,NGMPB,WI,2018,0,Wisconsin,101.1727696,75,2067441
5992,NGMPK,WI,2018,0,Wisconsin,101.1727696,75,2067441
5993,NGMPP,WI,2018,0,Wisconsin,101.1727696,75,2067441
5994,NUETB,WI,2018,105900,Wisconsin,101.1727696,75,2067441
5995,PAPRB,WI,2018,0,Wisconsin,101.1727696,75,2067441
5996,PAPRP,WI,2018,0,Wisconsin,101.1727696,75,2067441
5997,REPRB,WI,2018,232096,Wisconsin,101.1727696,75,2067441
5998,SOTCB,WI,2018,1287,Wisconsin,101.1727696,75,2067441
5999,TEPRB,WI,2018,337996,Wisconsin,101.1727696,75,2067441
6000,TETCB,WI,2018,1896601,Wisconsin,101.1727696,75,2067441
6001,WDEXB,WI,2018,0,Wisconsin,101.1727696,75,2067441
6002,WDPRB,WI,2018,95231,Wisconsin,101.1727696,75,2067441
6003,WDTCB,WI,2018,95231,Wisconsin,101.1727696,75,2067441
6004,WSTCB,WI,2018,9044,Wisconsin,101.1727696,75,2067441
6005,WWPRB,WI,2018,104275,Wisconsin,101.1727696,75,2067441
6006,WYTCB,WI,2018,14909,Wisconsin,101.1727696,75,2067441
6007,BDFDB,WV,2018,0,West Virginia,89.14479553,48,946699
6008,BDPRP,WV,2018,0,West Virginia,89.14479553,48,946699
6009,BFFDB,WV,2018,0,West Virginia,89.14479553,48,946699
6010,BFPRP,WV,2018,0,West Virginia,89.14479553,48,946699
6011,CLPRB,WV,2018,2468639,West Virginia,89.14479553,48,946699
6012,CLPRK,WV,2018,25.847,West Virginia,89.14479553,48,946699
6013,CLPRP,WV,2018,95510,West Virginia,89.14479553,48,946699
6014,COPRK,WV,2018,5.706,West Virginia,89.14479553,48,946699
6015,EMFDB,WV,2018,0,West Virginia,89.14479553,48,946699
6016,ENPRP,WV,2018,0,West Virginia,89.14479553,48,946699
6017,GETCB,WV,2018,32,West Virginia,89.14479553,48,946699
6018,HYTCB,WV,2018,16821,West Virginia,89.14479553,48,946699
6019,NCPRB,WV,2018,33107,West Virginia,89.14479553,48,946699
6020,NGMPB,WV,2018,2159553,West Virginia,89.14479553,48,946699
6021,NGMPK,WV,2018,1.219,West Virginia,89.14479553,48,946699
6022,NGMPP,WV,2018,1771698,West Virginia,89.14479553,48,946699
6023,NUETB,WV,2018,0,West Virginia,89.14479553,48,946699
6024,PAPRB,WV,2018,72689,West Virginia,89.14479553,48,946699
6025,PAPRP,WV,2018,12739,West Virginia,89.14479553,48,946699
6026,REPRB,WV,2018,45418,West Virginia,89.14479553,48,946699
6027,SOTCB,WV,2018,140,West Virginia,89.14479553,48,946699
6028,TEPRB,WV,2018,4746299,West Virginia,89.14479553,48,946699
6029,TETCB,WV,2018,831311,West Virginia,89.14479553,48,946699
6030,WDEXB,WV,2018,0,West Virginia,89.14479553,48,946699
6031,WDPRB,WV,2018,12087,West Virginia,89.14479553,48,946699
6032,WDTCB,WV,2018,12087,West Virginia,89.14479553,48,946699
6033,WSTCB,WV,2018,225,West Virginia,89.14479553,48,946699
6034,WWPRB,WV,2018,12311,West Virginia,89.14479553,48,946699
6035,WYTCB,WV,2018,16114,West Virginia,89.14479553,48,946699
6036,BDFDB,WY,2018,0,Wyoming,63.84608066,53,573639
6037,BDPRP,WY,2018,0,Wyoming,63.84608066,53,573639
6038,BFFDB,WY,2018,0,Wyoming,63.84608066,53,573639
6039,BFPRP,WY,2018,0,Wyoming,63.84608066,53,573639
6040,CLPRB,WY,2018,5315953,Wyoming,63.84608066,53,573639
6041,CLPRK,WY,2018,17.476,Wyoming,63.84608066,53,573639
6042,CLPRP,WY,2018,304188,Wyoming,63.84608066,53,573639
6043,COPRK,WY,2018,5.706,Wyoming,63.84608066,53,573639
6044,EMFDB,WY,2018,0,Wyoming,63.84608066,53,573639
6045,ENPRP,WY,2018,0,Wyoming,63.84608066,53,573639
6046,GETCB,WY,2018,663,Wyoming,63.84608066,53,573639
6047,HYTCB,WY,2018,8883,Wyoming,63.84608066,53,573639
6048,NCPRB,WY,2018,46550,Wyoming,63.84608066,53,573639
6049,NGMPB,WY,2018,1842525,Wyoming,63.84608066,53,573639
6050,NGMPK,WY,2018,1.125,Wyoming,63.84608066,53,573639
6051,NGMPP,WY,2018,1637517,Wyoming,63.84608066,53,573639
6052,NUETB,WY,2018,0,Wyoming,63.84608066,53,573639
6053,PAPRB,WY,2018,502031,Wyoming,63.84608066,53,573639
6054,PAPRP,WY,2018,87983,Wyoming,63.84608066,53,573639
6055,REPRB,WY,2018,51483,Wyoming,63.84608066,53,573639
6056,SOTCB,WY,2018,67,Wyoming,63.84608066,53,573639
6057,TEPRB,WY,2018,7711992,Wyoming,63.84608066,53,573639
6058,TETCB,WY,2018,557604,Wyoming,63.84608066,53,573639
6059,WDEXB,WY,2018,0,Wyoming,63.84608066,53,573639
6060,WDPRB,WY,2018,4934,Wyoming,63.84608066,53,573639
6061,WDTCB,WY,2018,4934,Wyoming,63.84608066,53,573639
6062,WSTCB,WY,2018,0,Wyoming,63.84608066,53,573639
6063,WWPRB,WY,2018,4934,Wyoming,63.84608066,53,573639
6064,WYTCB,WY,2018,36936,Wyoming,63.84608066,53,573639
6065,COPRK,X3,2018,5.706,Federal Offshore - Gulf of Mexico,,,
6066,NGMPB,X3,2018,1125516,Federal Offshore - Gulf of Mexico,,,
6067,NGMPK,X3,2018,1.155,Federal Offshore - Gulf of Mexico,,,
6068,NGMPP,X3,2018,974863,Federal Offshore - Gulf of Mexico,,,
6069,PAPRB,X3,2018,3663081,Federal Offshore - Gulf of Mexico,,,
6070,PAPRP,X3,2018,641970,Federal Offshore - Gulf of Mexico,,,
6071,TEPRB,X3,2018,4788597,Federal Offshore - Gulf of Mexico,,,
6072,COPRK,X5,2018,5.706,Federal Offshore - Pacific,,,
6073,PAPRB,X5,2018,27811,Federal Offshore - Pacific,,,
